gtin,title_kk,brand,ingredients,company_id,certificate_status,notes,off_query
3033491273814,"Danone fromage blanc 3,2% de mg 825 x 1",Danone,"LAIT écrémé et crème (LAIT) pasteurisés, ferments lactiques (LAIT) LAIT : Origine France",,reference,open_food_facts,
3033492039703,Yaourt à la grecque,Danone,"LAIT écrémé (77%), crème (17%), LAIT écrémé concentré ou en poudre, ferments lactiques",,reference,open_food_facts,
3033491482892,Hipro fruit citron,Danone,"LAIT écrémé (89,8%), citron (5,5 %), épaississants (amidon transformé de maïs: E1442, gomme guar: E412), correcteurs d'acidité (citrate de sodium: E331, acide citrique: E330), ferments lactiques (LAIT), concentré des minéraux du LAIT, arôme",,reference,open_food_facts,
6111206000702,Coeur de lait,Danone,,,reference,open_food_facts,
6111032008709,Dan up,Danone,"lait écrémé, eau, sucre, lait écrémé en poudre, crème, amidon modifié, arôme fraise, colorant E120, correcteur d'acidité E331, épaississant E440, ferments lactiques, vitamine D, vitamine B6",,reference,open_food_facts,
6111032001399,Danone,Danone,حليب مبستر مكثف، الكاكاو، حليب بودرة، نكهات، سكر، مسحوق الحليب، دكستروز، قشطة، مكثف البروتين، زبدة، مثبت (كاراجينان)، نكهة الكاكاو، نكهة الفانيليا، ملح، فيتامين D3,,reference,open_food_facts,
6111032009221,Yaourt brassé vanille,Danone,,,reference,open_food_facts,
6111032009230,Yaourt brassé sans sucre,Danone,حليب بدون قشدة، قشدة ، مسحوق الحليب بدون ، قشدة، مخثرات (نشويات)، نكهة، خمائر حليبية لليوغورت، م.د % 3 مصنوع في خط قد يحتوي على الكلوتين.,,reference,open_food_facts,
3033491350867,Activia bifidus saveur noix de coco sans arome artificiel 125 gx 4,Activia,"LAIT entier (Origine : France), sucre (7,8%), LAIT écrémé concentré ou en poudre (Origine : UE), arôme naturel, crème (LAIT) (Origine : France), ferments lactiques dont bifidobacterium (Bifidus ActiRegularis) (LAIT)",,reference,open_food_facts,
5411188139340,Barista Haver (new),alpro,"Base d'avoine (95,6%) (eau, avoine (10%)], huile de tournesol, fibres de chicorée, protéine de pois, correcteur d'acidité (phosphates de potassium), sel marin, vitamines B2, D2.",,reference,open_food_facts,
0034361454088,Skyr,Danone,"LAIT écrémé, ferments lactiques (lait)",,reference,open_food_facts,
3033491279720,Danette saveur vanille,Danone,"LAIT entier (82,8%), sucre, LAIT écrémé concentré ou en poudre, épaississants (amidon transformé, carraghénanes), perméat de petit LAIT (lactosérum) en poudre, amidon, arôme (LAIT), colorant (bêta-carotène).",,reference,open_food_facts,
3033490613981,Yaourt stracciatella Jockey,Danone,"Fromage blanc maigre (52%) (LAIT), crème (LAIT), sucre (13,9%), eau, LAIT écrémé, copeaux de chocolat 2% (beurre de cacao, cacao maigre en poudre, sucre), sirop de glucose-fructose (0,8%), épaississants : E 1422 (amidon transformé), E 440 (",,reference,open_food_facts,
3033492036131,Hipro morango,Danone,"LAIT écrémé, fraise (7,7%), épaississant (amidon modifie orants (acesulfame-K, sucralose), ferments lactiques (LAIT), vitamine B9. Lait: Origine NGREDIENTEN: Afgeroomde MELK, aardbei (7,7%), verdikkingsmiddel (gemodificeerd magnesium, aroma",,reference,open_food_facts,
3033491690330,HiPRO Saveur Coco,Danone,"LAIT écrémé (89,8 %), oligo-fructose, noix de coco, épaississants (amidon transformé de maïs / E1422, pectine / E440, gomme guar / E412), arôme naturel, correcteurs d’acidité (acide citrique / E330, citrate de sodium / E331), ferments lacti",,reference,open_food_facts,
3033491916539,Skyr Vanille,Danone,"lait écrémé 88,9% , sucre 5,6%, amidon, jus concentré de citron, arôme naturel de vanille, ferments lactiques (lait), Décor:  gousses de vanille épuisées, lait.",,reference,open_food_facts,
3033491824362,Hipro Protéines Crème dessert vanille,Danone,"LAIT écrémé, protéines de LAIT, crème (LAIT), épaississant (amidon transformé), magnésium, stabilisants (triphosphates, diphosphates, phosphates de sodium), colorant (beta-carotène), arôme, édulcorant (sucralose), Vitamine B9.",,reference,open_food_facts,
3033491974199,Skyr à boire fruits exotiques,Danone,"LAIT écrémé (88,9%), protéines de LAIT, sucre (3%), mangue (0,3%), fruit de la passion (0,3%), amidon, arômes naturels, concentré de carotte, épaississant (pectines), jus concentré de citron, ferments lactiques (LAIT)",,reference,open_food_facts,
3033492056649,skyr nature,Danone,"INGRÉDIENTS: LAIT écrémé, ferments lactiques (LAIT). Lait: Origine France",,reference,open_food_facts,
3057640467239,"1,5L FRAISE VOLVIC",Danone,"Eau minérale naturelle Volvic (85,5%), jus de fruits à base de concentrés 10,5% (Fraise 5,3%, citron 2,6 %, pomme 2,6%), sucre 4,1%, concentré de carotte pourpre, arômes naturels.",,reference,open_food_facts,
3033491580538,Fjord nature 125 g x 8,Danone,"LAIT entier, crème (LAIT), protéines de LAIT, ferments lactiques (LAIT)",,reference,open_food_facts,
3033490006394,Skyr fraise,Danone,"Lait écrémé (84,9%), sucre (5,4%), fraise (5%), amidon, concentré de carotte noire, arôme naturel, ferments lactiques (lait). Lait : origine France.",,reference,open_food_facts,
5411188136219,Avena cremosa,alpro,"Agua, avena (10,5%), aceite de girasol, calcio, fibra de la raíz de achicoria, sal marina, estabilizante (goma gellan), yoduro de potasio, vitaminas B2, B9, D2.",,reference,open_food_facts,
3033491728165,Hipro Saveur Coco,Danone,"Lait écrémé, protéines de lait, épaississants (amidon modifié de maïs, pectine de fruits), lait de coco (0,25%), arômes, correcteurs d'acidité (acide lactique, citrate de sodium), édulcorants (acésulfame-K, sucralose), ferments lactiques (l",,reference,open_food_facts,
3033491916520,Skyr Fraise,Danone,"LAIT écrémé (84,9%), sucre (5,4%), fraise (5%), amidon, concentré de carotte noire, arôme naturel, ferments lactiques (LAIT).",,reference,open_food_facts,
3033491974180,Skyr à boire goût fraise,Danone,"LAIT écrémé (88,9%), protéines de LAIT, sucre (3%), fraise (0.5%), amidon, concentré de carotte, arômes naturels, épaississant (pectines), jus concentré de citron, ferments lactiques (LAIT).",,reference,open_food_facts,
3033491273823,"Danone fromage blanc 3,2% de mg nature 100 g x 8",Danone,"LAIT écrémé et crème (LAIT) pasteurisés, ferments lactiques (LAIT) LAIT : Origine France",,reference,open_food_facts,
3033491460863,Actimel original nature,Danone,"Lait fermenté avec lactobacillus casei, sucre, liquide (saccharose : 7,3%), dextrose (0,6%), vitamines D et B6",,reference,open_food_facts,
3033491917060,Hipro façon stracciatella,Danone,"_Lait_ écrémé (Origine : France), _lait_ écrémé concentré (Origine: UE), eau, copeaux de cacao (0,5%) (beurre de cacao, poudre de cacao, poudre de cacao degraissée), épaississants (amidon modifié, pectine de fruits), ferments lactiques (_la",,reference,open_food_facts,
6111032006905,Velouté Vanille,Danone,"حليب بدون قشدة, سكر, مسحوق الحليب بدون قشدة, مستحضرات الفواكه, نشاء معدل, نكهة, زبدة, صمغ نباتية, جوز الطيب, لاكتوز, نكهات, حمض, جيلاتين, سليلوز الجذور",,reference,open_food_facts,
3033490699839,Activia bifidus brasse nature 125 g x 8,Activia,"LAIT entier (81,1%), LAIT écrémé concentré ou en poudre, crème (LAIT), ferments lactiques dont bifidobacterium (bifidus ActiRegularis) (LAIT)",,reference,open_food_facts,
6111032007685,Yaourt cereal,Danone,"المعلومات الغذائية ل 100غ 334,0 الطاقة )كجل( 80,0 لطاقة )ککل( الدهون )غ( ما فيها : احماض ذهنية مشبعة )ع و السكریان )غ( ما فيها : السكر )ع( 4ة 2,1 2.8 11,5 بروتينات )غ( ملح )ع( الگالسيوم )مغ( 84,7 دانوز في الاستماع البكم 20 10 و0 0 Q80 مکاشع",,reference,open_food_facts,
3033491325250,Activia fraise,Danone,"Lait entier (Origine: France), fraise (8,3%), lait écrémé concentré ou en poudre (Origine : UE), sucre (6,4%), crème (lait) (Origine: France), amidon de tapioca, épaississant (pectine de fruits), jus concentré de citron, concentré de carott",,reference,open_food_facts,
3033491432736,Danette crème dessert noir extra,Danone,"LAIT entier, LAIT écrémé reconstitué à base de LAIT en poudre, sucre, crème (LAIT), cacao maigre, chocolat noir (2%) (sucre, pâte de cacao, cacao maigre, émulsifiant (lécithine de SOJA), arôme), épaississants (amidon transformé: E1442, carr",,reference,open_food_facts,
3033491225288,Danonino aux fruits panache 50 g x 12,Danone,"LAIT écrémé pasteurisé, sucre (8,1%), crème pasteurisée (LAIT), fruits (6%) : fraise, framboise, abricot, pêche-poire, banane, jus de framboise à base de concentré (dans variété framboise), épaississants [(amidons transformés: E1442, E1422)",,reference,open_food_facts,
6111032000080,Blédilait Croissance,Danone,"Lait partiellement écrémé, lactose, sucre, matière grasse végétale, lécithine de colza, arôme (vanille), vitamines (C, niacine, E, acide pantothénique, A, B1, B6, B2, B3, acide folique, B12, D3), sels minéraux (hydrogénocarbonates de sodium",,reference,open_food_facts,
3033491225251,Danoino aux fruits fraise framboise abricot 50 g x 6,Danone,"LAIT écrémé pasteurisé, sucre (8,1%), crème pasteurisée (LAIT), fruits (5,9%) : fraise, framboise, abricot jus de framboise à base de concentré (dans variété framboise), épaississants (amidons transformés: E1442, E1422), gomme guar: E412, p",,reference,open_food_facts,
6111032010148,Activia selection,Danone,"ل الكر ممنوع في فترة 980,000 70 70 حليب مخمر منکه و ممزوج :المكونات حليب بدون قشدة، مستحضرات الفواكه (فرولة (6,596) ، قشدة ، سكر ، مسحوق الحليب بدون قشدة، مختر (نشا)، نكهات خمائر حليبية لليوغورت و البيفيدوباكتيريوم. م. في: 3,296 مصنوع في خط",,reference,open_food_facts,
8410500023652,Protein Drink Raspberry Flavour,Danone,"Leite desnatado pasteurizado, proteínas do leite, purés de morango (0,75%) e framboesa (0,25%), sais de magnésio, aromas, edulcorantes (acessulfame Ke sucralose), fermentos láticos e vitamina B9.",,reference,open_food_facts,
3033491579736,Danone veloute fruix panache 125 g x 16,Danone,"Yaourt (LAIT) (84,6%), sucre (8,2%), fruits (5%) (abricot, framboise, fraise, pêche), épaississant (amidon transformé de maïs: E1422), correcteurs d'acidité (acide citrique: E330, citrate de sodium: E331), concentré de carotte et de pomme (",,reference,open_food_facts,
3033490004536,Danone le nature 125 g x 12,Danone,"LAIT partiellement écrémé à 1 % Mat. Gr. (94,7%), LAIT écrémé concentré ou en poudre (5,2%), ferments lactiques (LAIT) LAIT : Origine France",,reference,open_food_facts,
3033491602034,Hipro 25g protéines Chocolat,Danone,"LAIT écrémé, proteines de LAIT, cacao maigre en poudre (1%), épaississants (gomme gellane (E418), gomme de cellulose (E466)), stabilisants (polyphosphate (E452), phosphate de sodium (E339)), arômes naturels, édulcorant (sucralose (E955)), s",,reference,open_food_facts,
3228022180084,President coulommiers extra fondant 350g,Lactalis,"LAIT (origine France), sel, ferments",,reference,open_food_facts,
6191513502010,Carré president 6 portion,Lactalis,"lait frais, crème",,reference,open_food_facts,
3155251208088,Beurrier saveur gastronomique doux,Lactalis,Beurre (crème origine France).,,reference,open_food_facts,
3228021170150,Emmental Coeur de meule,Lactalis,"Lait de vache pasteurisé, sel, ferments",,reference,open_food_facts,
3155250361821,President spreadable lightly salted,Lactalis,"Beurre, crème légère, sel (1.3% max), ferments lactiques.",,reference,open_food_facts,
3155250367065,La Motte Beurre doux pasteurisé 82 % de mat. gr. eurre doux pasteurisé 82 % de mat. gr.,Lactalis,beurre (crème origine UE).,,reference,open_food_facts,
3023260028699,Roquefort AOP (part dégustation),Lactalis,"Lait cru de brebis,ferment, sel, pénicillium roqueforti , présure",,reference,open_food_facts,
3228022020056,Motte Tendre Beurre Doux,Lactalis,"beurre (crème origine France),",,reference,open_food_facts,
6191513501039,Fromage Fondu Pour Tartine Président 16 portions,Lactalis,"Fromage, beurre, lactosérum, lait, E452, E331, E450, E339, Protéines laitières.",,reference,open_food_facts,
6191513501011,Fromage Fondu  Président 8 portions,Lactalis,,,reference,open_food_facts,
3155251211231,Bocage,Bridel,"Matière grasse végétale hydrogénée : coprah, eau, beurre (lait), lactose (lait), acidifiant: acide lactique, émulsifiant E 471, arôme naturel, colorant : bétacarotène, vitamine A.",,reference,open_food_facts,
3155251210746,Beurre,Bocage,"Beurre (crème origine U.E.) (lait), eau, ferments.",,reference,open_food_facts,
3155251207140,Beurrier Saveur Gastronomique DEMI-SEL,Lactalis,"Beurre (crème d’origine France), sel (3% max)",,reference,open_food_facts,
3265850000043,Cancoillotte,Fromagerie Poitrey,"Lait écrémé caillé (origine : France), eau, beurre 10%, (Lait), ail 2%, sel, sel de fonte : citrate de sodium.",,reference,open_food_facts,
8410285127617,Auchan,Lactalis,_lait_,,reference,open_food_facts,
8410285114905,President Semi BR.1L,Lactalis,,,reference,open_food_facts,
3023290115178,Desserts semoule au lait nature La Laitière,Nestlé,"_Lait_ entier (65,7%), eau, sucre, semoule de blé dur (_gluten_) (6,5%), poudre de _lait_ écrémé, sel, amidon de maïs, stabilisant (carraghénanes).",,reference,open_food_facts,
3228023920090,Queso camembert,Lactalis,"cheese with soft cheese, fat, pasteurized milk",,reference,open_food_facts,
3428380001874,Brique de loubressac,Lactalis,,,reference,open_food_facts,
3228021920184,Mantequilla fácil de untar,Lactalis,Mantequilla Fácil de Untar - 82% M.G./Manteiga Fácil de Barrar - 82% M.G.,,reference,open_food_facts,
3228022220018,Fromage tartiflette,Lactalis,"Lait, sel, ferments",,reference,open_food_facts,
6191513502065,Carré Président,Lactalis,"lait frais, beurre, protéines laitières, crème de lait, lait en poudre, sel de fonte (E452, E339, E331), sel de cuisine, ferments lactiques",,reference,open_food_facts,
3228023950301,Mantequilla Sin Sal,Lactalis,_Mantequilla_.,,reference,open_food_facts,
8410285114899,Leche Desnatada,Lactalis,Leche UHT Desnatada,,reference,open_food_facts,
3228023950310,Beurre demi-sel,Lactalis,,,reference,open_food_facts,
3228021960252,PRESIDENT COULOMMIERS 10 PORTIONS 31% 350g,Lactalis,"LAIT (origine France), sel, ferments",,reference,open_food_facts,
3228024960387,"Mimolette demi-vieille, affinée 7 mois",BOULE D'OR,"Lait de vache pasteurisé (origine France), sel, ferments lactiques (lait), colorant E160b, conservateur : nitrate de potassium,",,reference,open_food_facts,
3760112651110,Gateau au fromage blanc,Etoile du Sud,"Fromage blanc pasteurisé 50% ( fait de vache origine: France), sucre, blancs d'oeufs pasteurisés et oeufs entiers pasteurisés, eau, amidon modifié de mals, amidon de riz, émulsifiant lecithine de soja conservateur: sorbate de potassium. Aro",,reference,open_food_facts,
3023260033266,Orkney,Lactalis,"Lait pasteurisé de vache (Origine Écosse), sel, ferments lactiques (contient lait), colorant (norbixine de rocou), coagulant microbien.",,reference,open_food_facts,
3228022150074,Grangusto galbani rape 60g,Galbani,"Fromage au LAIT pasteurisé 90% (LAIT pasteurisé, sel, conservateur: lysozyme d'OEUF), fromage au LAIT cru 10% (LAIT cru, sel, conservateur: lysozyme d'OEUF).",,reference,open_food_facts,
8606002113357,Fresh cheese,Lactalis,"pasteurized ultrafiltered milk , kitchen salt, cheese, hardener (e509), contains min 20% milk fat in dry matter, min 67% water in fat-free cheese matter,",,reference,open_food_facts,
5906207370072,Camembert orzech,Lactalis,"pastöriseeritud piim, kreeka pähklid (2 %), sool, stabilisaator: kaltsiumkloriid, mikrobioloogiline laap, stardikulturid, Penicillium candidum. Võib sisalda teisi pähklite.",,reference,open_food_facts,
